Mes,Dia,Anio,Tmin,Tmax,Tavg
1,12,1984,4.8,13.8,22.8
1,13,1984,4.8,14.15,23.5
1,14,1984,4,13.85,23.7
1,15,1984,4,9.75,15.5
1,16,1984,3.9,6.35,8.8
1,17,1984,6,8.65,11.3
1,18,1984,6.3,7.65,9
1,19,1984,1.5,1.75,2
1,20,1984,-0.5,1.5,3.5
1,21,1984,-1,2.25,5.5
1,22,1984,0.5,5.25,10
1,23,1984,0.5,10.75,21
1,24,1984,9.5,12.15,14.8
1,25,1984,10.5,11.9,13.3
1,26,1984,9.5,15,20.5
1,27,1984,10,15,20
1,28,1984,12,17,22
1,29,1984,13,18.65,24.3
1,30,1984,11.5,14.5,17.5
1,31,1984,3.8,5.65,7.5
2,1,1984,4,7.75,11.5
2,2,1984,7,15.75,24.5
2,3,1984,1,11,21
2,4,1984,9,15.5,22
2,5,1984,7,11,15
2,6,1984,9.5,12.25,15
2,7,1984,4.8,11.15,17.5
2,8,1984,6.5,17.75,29
2,9,1984,14,20.5,27
2,10,1984,14,21.5,29
2,11,1984,14,22,30
2,12,1984,12.7,21.85,31
2,13,1984,11.5,20,28.5
2,14,1984,11.5,20.25,29
2,15,1984,11.7,22.35,33
2,16,1984,13.5,20.25,27
2,17,1984,17.5,23,28.5
2,18,1984,17,20,23
2,19,1984,6,12,18
2,20,1984,7,9.5,12
2,21,1984,4.5,11.25,18
2,22,1984,6,14.75,23.5
2,23,1984,9.8,19.9,30
2,24,1984,9.8,17.9,26
2,25,1984,15,21.5,28
2,26,1984,13.5,22.75,32
2,27,1984,10.5,15.5,20.5
2,28,1984,7,12.5,18
2,29,1984,5.5,9.4,13.3
3,1,1984,7.9,15.2,22.5
3,2,1984,10.5,20.25,30
3,3,1984,11,20.5,30
3,4,1984,12.5,21,29.5
3,5,1984,13.8,20.4,27
3,6,1984,7.8,17.15,26.5
3,7,1984,6.8,14.15,21.5
3,8,1984,9,16.5,24
3,9,1984,9,16.25,23.5
3,10,1984,10,15,20
3,11,1984,14,18.15,22.3
3,12,1984,14,22.5,31
3,13,1984,16.8,23.4,30
3,14,1984,17,18.9,20.8
3,15,1984,7.3,17.8,28.3
3,16,1984,17.5,24.25,31
3,17,1984,18,24.5,31
3,18,1984,17.5,24.75,32
3,19,1984,18,19.5,21
3,20,1984,12.8,19.4,26
3,21,1984,11,18.5,26
3,22,1984,11,21,31
3,23,1984,11.5,23.25,35
3,24,1984,11.5,18.5,25.5
3,25,1984,13,19.5,26
3,26,1984,15.5,25.75,36
3,27,1984,15.5,27.5,39.5
3,28,1984,15,20,25
3,29,1984,12,17.5,23
3,30,1984,12,17.25,22.5
3,31,1984,16,18.5,21
4,1,1984,NaN,NaN,NaN
4,2,1984,NaN,NaN,NaN
4,3,1984,NaN,NaN,NaN
4,4,1984,NaN,NaN,NaN
4,5,1984,NaN,NaN,NaN
4,6,1984,NaN,NaN,NaN
4,7,1984,NaN,NaN,NaN
4,8,1984,NaN,NaN,NaN
4,9,1984,NaN,NaN,NaN
4,10,1984,NaN,NaN,NaN
4,11,1984,NaN,NaN,NaN
4,12,1984,NaN,NaN,NaN
4,13,1984,NaN,NaN,NaN
4,14,1984,NaN,NaN,NaN
4,15,1984,NaN,NaN,NaN
4,16,1984,NaN,NaN,NaN
4,17,1984,NaN,NaN,NaN
4,18,1984,NaN,NaN,NaN
4,19,1984,NaN,NaN,NaN
4,20,1984,NaN,NaN,NaN
4,21,1984,NaN,NaN,NaN
4,22,1984,NaN,NaN,NaN
4,23,1984,NaN,NaN,NaN
4,24,1984,NaN,NaN,NaN
4,25,1984,NaN,NaN,NaN
4,26,1984,NaN,NaN,NaN
4,27,1984,NaN,NaN,NaN
4,28,1984,NaN,NaN,NaN
4,29,1984,NaN,NaN,NaN
4,30,1984,NaN,NaN,NaN
5,1,1984,16,23.5,31
5,2,1984,11,25.25,39.5
5,3,1984,23,31.5,40
5,4,1984,21,30.5,40
5,5,1984,23,31.5,40
5,6,1984,24,32.5,41
5,7,1984,24,33.15,42.3
5,8,1984,18,22.5,27
5,9,1984,16.6,22.05,27.5
5,10,1984,15.5,22.25,29
5,11,1984,15,23.5,32
5,12,1984,18,24,30
5,13,1984,17,23.5,30
5,14,1984,18,21.75,25.5
5,15,1984,18,21,24
5,16,1984,18,22.75,27.5
5,17,1984,19,23.25,27.5
5,18,1984,21,25,29
5,19,1984,19,24.5,30
5,20,1984,17,26,35
5,21,1984,17,26,35
5,22,1984,21,31,41
5,23,1984,23.5,27,30.5
5,24,1984,22,26.75,31.5
5,25,1984,20,26,32
5,26,1984,21,25.5,30
5,27,1984,21,26.25,31.5
5,28,1984,21.5,26.25,31
5,29,1984,20,23.5,27
5,30,1984,18,22,26
5,31,1984,15,20.5,26
6,1,1984,15.5,22.25,29
6,2,1984,16.5,22.25,28
6,3,1984,17,22.65,28.3
6,4,1984,18,24.75,31.5
6,5,1984,20.9,25.2,29.5
6,6,1984,20.9,26.95,33
6,7,1984,22.8,28.4,34
6,8,1984,23.5,27.75,32
6,9,1984,23,27.5,32
6,10,1984,21,27,33
6,11,1984,22,26.5,31
6,12,1984,21,27,33
6,13,1984,20.5,25.25,30
6,14,1984,21,25,29
6,15,1984,20.5,25.75,31
6,16,1984,21.5,26.25,31
6,17,1984,21.5,26.75,32
6,18,1984,21.5,27.25,33
6,19,1984,21,26,31
6,20,1984,21,24,27
6,21,1984,22,26.5,31
6,22,1984,22,27.5,33
6,23,1984,26,30.5,35
6,24,1984,23,29,35
6,25,1984,23,29.5,36
6,26,1984,23,29.75,36.5
6,27,1984,23,30,37
6,28,1984,22,29,36
6,29,1984,24.5,27.25,30
6,30,1984,23,29.5,36
7,1,1984,22,28.5,35
7,2,1984,21.5,27.75,34
7,3,1984,20.5,26.75,33
7,4,1984,21.5,28.25,35
7,5,1984,22,28,34
7,6,1984,22,27,32
7,7,1984,22.5,28.25,34
7,8,1984,22,28,34
7,9,1984,21,27.5,34
7,10,1984,22,26.5,31
7,11,1984,22,25.5,29
7,12,1984,20.5,25.25,30
7,13,1984,20,25.5,31
7,14,1984,20,26,32
7,15,1984,20,26.25,32.5
7,16,1984,21,28,35
7,17,1984,21,28.5,36
7,18,1984,20.5,28.5,36.5
7,19,1984,22,29.75,37.5
7,20,1984,22,29.75,37.5
7,21,1984,23,29.5,36
7,22,1984,23,29.25,35.5
7,23,1984,23,27.75,32.5
7,24,1984,20,26.75,33.5
7,25,1984,20,25.5,31
7,26,1984,21,26.25,31.5
7,27,1984,21,27,33
7,28,1984,21,25.5,30
7,29,1984,21,25.5,30
7,30,1984,20,24,28
7,31,1984,20.5,23.75,27
8,1,1984,NaN,NaN,NaN
8,2,1984,NaN,NaN,NaN
8,3,1984,NaN,NaN,NaN
8,4,1984,NaN,NaN,NaN
8,5,1984,NaN,NaN,NaN
8,6,1984,NaN,NaN,NaN
8,7,1984,NaN,NaN,NaN
8,8,1984,NaN,NaN,NaN
8,9,1984,NaN,NaN,NaN
8,10,1984,NaN,NaN,NaN
8,11,1984,NaN,NaN,NaN
8,12,1984,NaN,NaN,NaN
8,13,1984,NaN,NaN,NaN
8,14,1984,NaN,NaN,NaN
8,15,1984,NaN,NaN,NaN
8,16,1984,NaN,NaN,NaN
8,17,1984,NaN,NaN,NaN
8,18,1984,NaN,NaN,NaN
8,19,1984,NaN,NaN,NaN
8,20,1984,NaN,NaN,NaN
8,21,1984,NaN,NaN,NaN
8,22,1984,NaN,NaN,NaN
8,23,1984,NaN,NaN,NaN
8,24,1984,NaN,NaN,NaN
8,25,1984,NaN,NaN,NaN
8,26,1984,NaN,NaN,NaN
8,27,1984,NaN,NaN,NaN
8,28,1984,NaN,NaN,NaN
8,29,1984,NaN,NaN,NaN
8,30,1984,NaN,NaN,NaN
8,31,1984,NaN,NaN,NaN
9,1,1984,NaN,NaN,NaN
9,2,1984,NaN,NaN,NaN
9,3,1984,NaN,NaN,NaN
9,4,1984,NaN,NaN,NaN
9,5,1984,NaN,NaN,NaN
9,6,1984,NaN,NaN,NaN
9,7,1984,NaN,NaN,NaN
9,8,1984,NaN,NaN,NaN
9,9,1984,NaN,NaN,NaN
9,10,1984,NaN,NaN,NaN
9,11,1984,NaN,NaN,NaN
9,12,1984,NaN,NaN,NaN
9,13,1984,NaN,NaN,NaN
9,14,1984,NaN,NaN,NaN
9,15,1984,NaN,NaN,NaN
9,16,1984,NaN,NaN,NaN
9,17,1984,NaN,NaN,NaN
9,18,1984,NaN,NaN,NaN
9,19,1984,NaN,NaN,NaN
9,20,1984,NaN,NaN,NaN
9,21,1984,NaN,NaN,NaN
9,22,1984,NaN,NaN,NaN
9,23,1984,NaN,NaN,NaN
9,24,1984,NaN,NaN,NaN
9,25,1984,NaN,NaN,NaN
9,26,1984,NaN,NaN,NaN
9,27,1984,NaN,NaN,NaN
9,28,1984,NaN,NaN,NaN
9,29,1984,NaN,NaN,NaN
9,30,1984,NaN,NaN,NaN
10,1,1984,NaN,NaN,NaN
10,2,1984,NaN,NaN,NaN
10,3,1984,NaN,NaN,NaN
10,4,1984,NaN,NaN,NaN
10,5,1984,NaN,NaN,NaN
10,6,1984,NaN,NaN,NaN
10,7,1984,NaN,NaN,NaN
10,8,1984,NaN,NaN,NaN
10,9,1984,NaN,NaN,NaN
10,10,1984,NaN,NaN,NaN
10,11,1984,NaN,NaN,NaN
10,12,1984,NaN,NaN,NaN
10,13,1984,NaN,NaN,NaN
10,14,1984,NaN,NaN,NaN
10,15,1984,NaN,NaN,NaN
10,16,1984,NaN,NaN,NaN
10,17,1984,NaN,NaN,NaN
10,18,1984,NaN,NaN,NaN
10,19,1984,NaN,NaN,NaN
10,20,1984,NaN,NaN,NaN
10,21,1984,NaN,NaN,NaN
10,22,1984,NaN,NaN,NaN
10,23,1984,NaN,NaN,NaN
10,24,1984,NaN,NaN,NaN
10,25,1984,NaN,NaN,NaN
10,26,1984,NaN,NaN,NaN
10,27,1984,NaN,NaN,NaN
10,28,1984,NaN,NaN,NaN
10,29,1984,NaN,NaN,NaN
10,30,1984,NaN,NaN,NaN
10,31,1984,NaN,NaN,NaN
11,1,1984,NaN,NaN,NaN
11,2,1984,NaN,NaN,NaN
11,3,1984,NaN,NaN,NaN
11,4,1984,NaN,NaN,NaN
11,5,1984,NaN,NaN,NaN
11,6,1984,NaN,NaN,NaN
11,7,1984,NaN,NaN,NaN
11,8,1984,NaN,NaN,NaN
11,9,1984,NaN,NaN,NaN
11,10,1984,NaN,NaN,NaN
11,11,1984,NaN,NaN,NaN
11,12,1984,NaN,NaN,NaN
11,13,1984,NaN,NaN,NaN
11,14,1984,NaN,NaN,NaN
11,15,1984,NaN,NaN,NaN
11,16,1984,NaN,NaN,NaN
11,17,1984,NaN,NaN,NaN
11,18,1984,NaN,NaN,NaN
11,19,1984,NaN,NaN,NaN
11,20,1984,NaN,NaN,NaN
11,21,1984,NaN,NaN,NaN
11,22,1984,NaN,NaN,NaN
11,23,1984,NaN,NaN,NaN
11,24,1984,NaN,NaN,NaN
11,25,1984,NaN,NaN,NaN
11,26,1984,NaN,NaN,NaN
11,27,1984,NaN,NaN,NaN
11,28,1984,NaN,NaN,NaN
11,29,1984,NaN,NaN,NaN
11,30,1984,NaN,NaN,NaN
12,1,1984,NaN,NaN,NaN
12,2,1984,NaN,NaN,NaN
12,3,1984,NaN,NaN,NaN
12,4,1984,NaN,NaN,NaN
12,5,1984,NaN,NaN,NaN
12,6,1984,NaN,NaN,NaN
12,7,1984,NaN,NaN,NaN
12,8,1984,NaN,NaN,NaN
12,9,1984,NaN,NaN,NaN
12,10,1984,NaN,NaN,NaN
12,11,1984,NaN,NaN,NaN
12,12,1984,NaN,NaN,NaN
12,13,1984,NaN,NaN,NaN
12,14,1984,NaN,NaN,NaN
12,15,1984,NaN,NaN,NaN
12,16,1984,NaN,NaN,NaN
12,17,1984,NaN,NaN,NaN
12,18,1984,NaN,NaN,NaN
12,19,1984,NaN,NaN,NaN
12,20,1984,NaN,NaN,NaN
12,21,1984,NaN,NaN,NaN
12,22,1984,NaN,NaN,NaN
12,23,1984,NaN,NaN,NaN
12,24,1984,NaN,NaN,NaN
12,25,1984,NaN,NaN,NaN
12,26,1984,NaN,NaN,NaN
12,27,1984,NaN,NaN,NaN
12,28,1984,NaN,NaN,NaN
12,29,1984,NaN,NaN,NaN
12,30,1984,NaN,NaN,NaN
12,31,1984,NaN,NaN,NaN
1,1,1985,12,16,20
1,2,1985,3.5,4.25,5
1,3,1985,0,6.5,13
1,4,1985,-1,5.25,11.5
1,5,1985,5,12.75,20.5
1,6,1985,5,13.25,21.5
1,7,1985,7,15,23
1,8,1985,7.5,14.25,21
1,9,1985,8,16.5,25
1,10,1985,9.5,14.75,20
1,11,1985,9,9.25,9.5
1,12,1985,-2,0,2
1,13,1985,-1,0,1
1,14,1985,-1,3,7
1,15,1985,-1,4.5,10
1,16,1985,-5,4.5,14
1,17,1985,5,9.5,14
1,18,1985,5,13.75,22.5
1,19,1985,6,15.5,25
1,20,1985,5,6,7
1,21,1985,-2,1,4
1,22,1985,-3,2,7
1,23,1985,-1,4.5,10
1,24,1985,-2.5,10.25,23
1,25,1985,6,10.5,15
1,26,1985,10,15.75,21.5
1,27,1985,10.5,19.75,29
1,28,1985,12,16,20
1,29,1985,12.5,17.75,23
1,30,1985,10,15.75,21.5
1,31,1985,11,15,19
2,1,1985,-2,1,4
2,2,1985,-3,3,9
2,3,1985,-3,4,11
2,4,1985,3,11,19
2,5,1985,3,9.5,16
2,6,1985,4,12.5,21
2,7,1985,9,15,21
2,8,1985,10,11.5,13
2,9,1985,7,14.5,22
2,10,1985,10,17,24
2,11,1985,9,12,15
2,12,1985,9,13.5,18
2,13,1985,10,15.75,21.5
2,14,1985,13,18,23
2,15,1985,13,18,23
2,16,1985,8,16.5,25
2,17,1985,9,17,25
2,18,1985,13,18,23
2,19,1985,18,20,22
2,20,1985,13,20,27
2,21,1985,17,21.5,26
2,22,1985,15,22,29
2,23,1985,19,24.5,30
2,24,1985,16,18.5,21
2,25,1985,10,16,22
2,26,1985,12,18.5,25
2,27,1985,13,14.75,16.5
2,28,1985,12,13.75,15.5
3,1,1985,12,20.25,28.5
3,2,1985,11,19.75,28.5
3,3,1985,12,21.5,31
3,4,1985,13,18.75,24.5
3,5,1985,17,20.25,23.5
3,6,1985,17,21,25
3,7,1985,12.5,21,29.5
3,8,1985,15,23.25,31.5
3,9,1985,17.5,24.25,31
3,10,1985,16.5,23.25,30
3,11,1985,19.5,27,34.5
3,12,1985,18.5,25.5,32.5
3,13,1985,18,22.5,27
3,14,1985,17,18.25,19.5
3,15,1985,10,13.5,17
3,16,1985,10.5,15.25,20
3,17,1985,12.5,16,19.5
3,18,1985,12,15.25,18.5
3,19,1985,12,18.5,25
3,20,1985,13.5,21.25,29
3,21,1985,13,20.25,27.5
3,22,1985,10.5,18.5,26.5
3,23,1985,15,22.5,30
3,24,1985,16,22.5,29
3,25,1985,17,22,27
3,26,1985,18,22.75,27.5
3,27,1985,19,26,33
3,28,1985,19.5,27.75,36
3,29,1985,19,26,33
3,30,1985,13,22.5,32
3,31,1985,10,21,32
4,1,1985,11.5,18.5,25.5
4,2,1985,13.5,20.25,27
4,3,1985,14,22.5,31
4,4,1985,17,26.75,36.5
4,5,1985,19.5,28,36.5
4,6,1985,20,27.25,34.5
4,7,1985,18.5,21.75,25
4,8,1985,16.5,18,19.5
4,9,1985,11,14.75,18.5
4,10,1985,10,15.5,21
4,11,1985,10,17.75,25.5
4,12,1985,17,21.75,26.5
4,13,1985,17,19.75,22.5
4,14,1985,14.5,20.25,26
4,15,1985,15,22.25,29.5
4,16,1985,16.5,24.25,32
4,17,1985,18.5,23,27.5
4,18,1985,18,21,24
4,19,1985,19,22.25,25.5
4,20,1985,19,25.25,31.5
4,21,1985,21,24.75,28.5
4,22,1985,22,27.75,33.5
4,23,1985,21,26.75,32.5
4,24,1985,21.5,24.25,27
4,25,1985,17.5,22.75,28
4,26,1985,19.5,26.25,33
4,27,1985,20.5,27.5,34.5
4,28,1985,20.5,26,31.5
4,29,1985,22,26.75,31.5
4,30,1985,20,25.5,31
5,1,1985,18,25.25,32.5
5,2,1985,19,23,27
5,3,1985,20,23.75,27.5
5,4,1985,21.5,24.75,28
5,5,1985,21.5,25.25,29
5,6,1985,21.5,26,30.5
5,7,1985,25,29.25,33.5
5,8,1985,24,30.25,36.5
5,9,1985,24,28.75,33.5
5,10,1985,22,27.25,32.5
5,11,1985,21.5,27.5,33.5
5,12,1985,23,27.75,32.5
5,13,1985,20,28.25,36.5
5,14,1985,20,24.25,28.5
5,15,1985,19,23.25,27.5
5,16,1985,19.5,23.75,28
5,17,1985,20,24.75,29.5
5,18,1985,19,23.5,28
5,19,1985,19,23.5,28
5,20,1985,20.5,27,33.5
5,21,1985,21.5,25.75,30
5,22,1985,20.5,26.25,32
5,23,1985,22,26.5,31
5,24,1985,18.5,25,31.5
5,25,1985,21,26,31
5,26,1985,22,26.25,30.5
5,27,1985,22.5,28,33.5
5,28,1985,23.5,30,36.5
5,29,1985,21.5,29,36.5
5,30,1985,21,28.25,35.5
5,31,1985,20.5,26.25,32
6,1,1985,21.5,27.75,34
6,2,1985,22.5,28.25,34
6,3,1985,22.5,28.25,34
6,4,1985,23.5,26.75,30
6,5,1985,23.5,28.5,33.5
6,6,1985,23.5,27.5,31.5
6,7,1985,20,26,32
6,8,1985,19,26,33
6,9,1985,21,27.75,34.5
6,10,1985,22,28.25,34.5
6,11,1985,22,28.75,35.5
6,12,1985,23.5,29.25,35
6,13,1985,21,25.75,30.5
6,14,1985,21,27,33
6,15,1985,22,28.25,34.5
6,16,1985,23,29.25,35.5
6,17,1985,23,28.25,33.5
6,18,1985,23,27.5,32
6,19,1985,20.5,26.25,32
6,20,1985,20.5,25.5,30.5
6,21,1985,22,27.5,33
6,22,1985,23,27.5,32
6,23,1985,20,25.25,30.5
6,24,1985,21.5,26.5,31.5
6,25,1985,22,27.5,33
6,26,1985,22.5,28.25,34
6,27,1985,22.5,27.75,33
6,28,1985,20.5,23.75,27
6,29,1985,20.5,21.75,23
6,30,1985,18,24.5,31
7,1,1985,18,25,32
7,2,1985,19,25.25,31.5
7,3,1985,21,25.75,30.5
7,4,1985,22,26.75,31.5
7,5,1985,22,28.25,34.5
7,6,1985,22,28.5,35
7,7,1985,21.5,28,34.5
7,8,1985,20,25,30
7,9,1985,22.5,28.75,35
7,10,1985,22.5,30.25,38
7,11,1985,23,29,35
7,12,1985,22,29,36
7,13,1985,21,28,35
7,14,1985,22,27.75,33.5
7,15,1985,22,26.75,31.5
7,16,1985,21.5,26,30.5
7,17,1985,20.5,27.75,35
7,18,1985,22,29,36
7,19,1985,22.5,29,35.5
7,20,1985,22,28.75,35.5
7,21,1985,20,28.25,36.5
7,22,1985,22,29,36
7,23,1985,23.5,30,36.5
7,24,1985,23.5,30.25,37
7,25,1985,23.5,29,34.5
7,26,1985,23.5,29.25,35
7,27,1985,22,28.75,35.5
7,28,1985,22,29,36
7,29,1985,22.5,28.75,35
7,30,1985,22,26,30
7,31,1985,20,27.75,35.5
8,1,1985,22.5,29.75,37
8,2,1985,23,29.75,36.5
8,3,1985,22.5,29.5,36.5
8,4,1985,22.5,29.25,36
8,5,1985,22,29.5,37
8,6,1985,22,29.75,37.5
8,7,1985,23.5,30.75,38
8,8,1985,23.5,30.25,37
8,9,1985,23,30.25,37.5
8,10,1985,23.5,30.5,37.5
8,11,1985,22.5,29.75,37
8,12,1985,24,30.5,37
8,13,1985,24.5,30,35.5
8,14,1985,20.5,26,31.5
8,15,1985,22,26.75,31.5
8,16,1985,23,28.75,34.5
8,17,1985,23,28.75,34.5
8,18,1985,22,29.25,36.5
8,19,1985,23,29.75,36.5
8,20,1985,23,29.75,36.5
8,21,1985,22.5,29,35.5
8,22,1985,23,29.5,36
8,23,1985,23,29.25,35.5
8,24,1985,23,29,35
8,25,1985,22.5,29.5,36.5
8,26,1985,23,29.5,36
8,27,1985,23,29,35
8,28,1985,23,28,33
8,29,1985,22,25.5,29
8,30,1985,21,26,31
8,31,1985,20.5,25.25,30
9,1,1985,22,28.25,34.5
9,2,1985,22.5,29.25,36
9,3,1985,23,29.75,36.5
9,4,1985,23,24,25
9,5,1985,24,29,34
9,6,1985,23,29.5,36
9,7,1985,23,29,35
9,8,1985,22,28.75,35.5
9,9,1985,22,28.5,35
9,10,1985,22,28.5,35
9,11,1985,22,30.5,39
9,12,1985,23,28.5,34
9,13,1985,16,24.5,33
9,14,1985,22,29.25,36.5
9,15,1985,23.5,28.25,33
9,16,1985,24,28,32
9,17,1985,22,26,30
9,18,1985,22,27,32
9,19,1985,22,27.25,32.5
9,20,1985,22,27,32
9,21,1985,21,26.5,32
9,22,1985,21,27.5,34
9,23,1985,22,28,34
9,24,1985,22,27.25,32.5
9,25,1985,21,28.25,35.5
9,26,1985,21,24,27
9,27,1985,20,24.5,29
9,28,1985,21,26.5,32
9,29,1985,21,27.5,34
9,30,1985,16,17,18
10,1,1985,14,19.25,24.5
10,2,1985,15.5,20.5,25.5
10,3,1985,21,26,31
10,4,1985,19,24.75,30.5
10,5,1985,19,24,29
10,6,1985,18,21.25,24.5
10,7,1985,18.5,24.75,31
10,8,1985,19,25.75,32.5
10,9,1985,23.5,27.75,32
10,10,1985,22,23.25,24.5
10,11,1985,21,26.75,32.5
10,12,1985,20.5,26.75,33
10,13,1985,22,27.25,32.5
10,14,1985,23,26,29
10,15,1985,19,23,27
10,16,1985,18.5,23.75,29
10,17,1985,20,24,28
10,18,1985,20,23,26
10,19,1985,19,22,25
10,20,1985,18,22.25,26.5
10,21,1985,18.5,20.75,23
10,22,1985,19,26,33
10,23,1985,18.5,23.25,28
10,24,1985,19,24.75,30.5
10,25,1985,18.5,23.5,28.5
10,26,1985,18,23,28
10,27,1985,18,22.75,27.5
10,28,1985,20,24.75,29.5
10,29,1985,17.5,22.5,27.5
10,30,1985,19,23.5,28
10,31,1985,14,20.5,27
11,1,1985,17,24.5,32
11,2,1985,12,16,20
11,3,1985,10,16.5,23
11,4,1985,11,18,25
11,5,1985,11,18,25
11,6,1985,13,21.25,29.5
11,7,1985,15.5,21.75,28
11,8,1985,17,22.25,27.5
11,9,1985,17,24,31
11,10,1985,18,24.5,31
11,11,1985,20,22.25,24.5
11,12,1985,20,22.25,24.5
11,13,1985,20,22.5,25
11,14,1985,20,23.5,27
11,15,1985,18.5,21.25,24
11,16,1985,13,18.5,24
11,17,1985,14,18,22
11,18,1985,15.5,22.5,29.5
11,19,1985,19,23.75,28.5
11,20,1985,10,12.75,15.5
11,21,1985,7.5,11.5,15.5
11,22,1985,9.5,14.5,19.5
11,23,1985,13.5,18.75,24
11,24,1985,17.5,19.5,21.5
11,25,1985,15.5,18.75,22
11,26,1985,18,23.75,29.5
11,27,1985,17,18.25,19.5
11,28,1985,7.4,15.7,24
11,29,1985,15,18,21
11,30,1985,6.5,12.25,18
12,1,1985,14.5,17.75,21
12,2,1985,6.5,8,9.5
12,3,1985,6,8.5,11
12,4,1985,7,11,15
12,5,1985,6.5,11.25,16
12,6,1985,7.5,16.75,26
12,7,1985,8,15.25,22.5
12,8,1985,8,17.75,27.5
12,9,1985,15.5,17.75,20
12,10,1985,14,20.75,27.5
12,11,1985,18.5,19.75,21
12,12,1985,6,8,10
12,13,1985,4,8.5,13
12,14,1985,2.5,13.25,24
12,15,1985,11,18,25
12,16,1985,10,14,18
12,17,1985,8.5,11.5,14.5
12,18,1985,10.5,15.75,21
12,19,1985,8,12.5,17
12,20,1985,9,13.75,18.5
12,21,1985,10,12,14
12,22,1985,12.5,16,19.5
12,23,1985,13,18,23
12,24,1985,12,15.5,19
12,25,1985,6,13,20
12,26,1985,6,12.5,19
12,27,1985,9,17.25,25.5
12,28,1985,10.5,17,23.5
12,29,1985,10,15.25,20.5
12,30,1985,10.5,17.25,24
12,31,1985,12.5,17.25,22
1,1,1986,10.5,16.25,22
1,2,1986,9,16,23
1,3,1986,10.5,16.25,22
1,4,1986,12,16.25,20.5
1,5,1986,8,12,16
1,6,1986,5,13.5,22
1,7,1986,6.5,16,25.5
1,8,1986,3,4.5,6
1,9,1986,3.5,7.5,11.5
1,10,1986,4,12,20
1,11,1986,5,12.75,20.5
1,12,1986,6,14,22
1,13,1986,7,14.25,21.5
1,14,1986,6.5,14,21.5
1,15,1986,7,14.75,22.5
1,16,1986,9,15.5,22
1,17,1986,12.5,16.25,20
1,18,1986,12,18,24
1,19,1986,11,18.5,26
1,20,1986,10.5,18.75,27
1,21,1986,11,16,21
1,22,1986,12,18,24
1,23,1986,13,19,25
1,24,1986,14.5,17,19.5
1,25,1986,13.5,19.5,25.5
1,26,1986,11,15.25,19.5
1,27,1986,10,14.5,19
1,28,1986,6,15,24
1,29,1986,8,21.5,35
1,30,1986,12,18.5,25
1,31,1986,13,18.25,23.5
2,1,1986,14,19.75,25.5
2,2,1986,16,20.25,24.5
2,3,1986,17,20.75,24.5
2,4,1986,14.5,18.75,23
2,5,1986,13,20,27
2,6,1986,11,17.75,24.5
2,7,1986,10,16.75,23.5
2,8,1986,11,15.25,19.5
2,9,1986,7.5,10.5,13.5
2,10,1986,7.5,8.5,9.5
2,11,1986,4,8,12
2,12,1986,5,7.75,10.5
2,13,1986,6,10.5,15
2,14,1986,8,18.75,29.5
2,15,1986,9,18.25,27.5
2,16,1986,14,22.5,31
2,17,1986,19.5,26.5,33.5
2,18,1986,17.5,24.5,31.5
2,19,1986,21,29.25,37.5
2,20,1986,19,28.5,38
2,21,1986,18.5,22.75,27
2,22,1986,12,18,24
2,23,1986,9.5,17.5,25.5
2,24,1986,11.5,21.25,31
2,25,1986,12,21.75,31.5
2,26,1986,13.5,24.75,36
2,27,1986,16,25.25,34.5
2,28,1986,12,21,30
3,1,1986,8,16.5,25
3,2,1986,9.5,20.25,31
3,3,1986,13,22,31
3,4,1986,15,18,21
3,5,1986,14,17.75,21.5
3,6,1986,13.5,20.5,27.5
3,7,1986,13.5,20.75,28
3,8,1986,15,22.5,30
3,9,1986,15,24,33
3,10,1986,18,26.25,34.5
3,11,1986,18,27,36
3,12,1986,19,24,29
3,13,1986,14.5,20,25.5
3,14,1986,14,20.75,27.5
3,15,1986,16,22.25,28.5
3,16,1986,14.5,18.25,22
3,17,1986,14,23,32
3,18,1986,15,22.75,30.5
3,19,1986,15.5,19.5,23.5
3,20,1986,10,16.5,23
3,21,1986,8.5,16.5,24.5
3,22,1986,8.5,16.75,25
3,23,1986,10,15.5,21
3,24,1986,14.5,20.5,26.5
3,25,1986,12,17,22
3,26,1986,14,20,26
3,27,1986,15,21.5,28
3,28,1986,16,21,26
3,29,1986,16,20.5,25
3,30,1986,15,22.75,30.5
3,31,1986,15,22.5,30
4,1,1986,NaN,NaN,NaN
4,2,1986,NaN,NaN,NaN
4,3,1986,NaN,NaN,NaN
4,4,1986,NaN,NaN,NaN
4,5,1986,NaN,NaN,NaN
4,6,1986,NaN,NaN,NaN
4,7,1986,NaN,NaN,NaN
4,8,1986,NaN,NaN,NaN
4,9,1986,NaN,NaN,NaN
4,10,1986,NaN,NaN,NaN
4,11,1986,NaN,NaN,NaN
4,12,1986,NaN,NaN,NaN
4,13,1986,NaN,NaN,NaN
4,14,1986,NaN,NaN,NaN
4,15,1986,NaN,NaN,NaN
4,16,1986,NaN,NaN,NaN
4,17,1986,NaN,NaN,NaN
4,18,1986,NaN,NaN,NaN
4,19,1986,NaN,NaN,NaN
4,20,1986,NaN,NaN,NaN
4,21,1986,NaN,NaN,NaN
4,22,1986,NaN,NaN,NaN
4,23,1986,NaN,NaN,NaN
4,24,1986,NaN,NaN,NaN
4,25,1986,NaN,NaN,NaN
4,26,1986,NaN,NaN,NaN
4,27,1986,NaN,NaN,NaN
